local_id	global_id	country	cnt_count	cnt_age_mean	cnt_age_l	cnt_age_r	cnt_sex	cnt_home	cnt_work	cnt_school	cnt_transport	cnt_leisure	cnt_otherplace	cnt_frequency	cnt_touch	cnt_duration
1001	7787	BE	1011	49	49	 	 	0	1	0	0	0	0	2	2	2
1001	7787	BE	1011	46	46	 	 	0	1	0	0	0	0	2	1	2
1001	7787	BE	1011	33	33	 	 	0	1	0	0	0	0	2	1	4
1001	7787	BE	1011	57	57	 	 	0	1	0	0	0	0	2	1	2
1001	7787	BE	1011	52	52	 	 	0	1	0	0	0	0	1	1	3
1001	7787	BE	1011	22	22	 	 	0	1	0	0	0	0	2	2	3
1001	7787	BE	1011	30	30	 	 	0	1	0	0	0	0	1	2	5
1001	7787	BE	1011	46	46	 	 	0	1	0	0	0	0	2	2	4
1001	7787	BE	1011	32	32	 	 	0	1	0	0	0	0	2	1	2
1001	7787	BE	1011	21	21	 	 	0	1	0	0	0	0	3	1	3
1001	7787	BE	1011	13	13	 	 	0	1	0	0	0	0	2	1	4
1001	7787	BE	1011	37	37	 	 	0	1	0	0	0	0	2	1	4
1001	7787	BE	1011	54	54	 	 	0	1	0	0	0	0	1	2	4
1001	7787	BE	1011	28	28	 	 	0	1	0	0	0	0	4	1	1
1001	7787	BE	1011	45	45	 	 	0	1	0	0	0	0	2	2	2
1001	7787	BE	1011	33	33	 	 	0	1	0	0	0	0	2	1	2
1001	7787	BE	1011	28	28	 	 	0	1	0	0	0	0	1	2	5
1001	7787	BE	1011	54	54	 	 	0	1	0	0	0	0	2	1	4
1002	7788	BE	12	72	70	75	F	0	0	0	1	0	0	2	2	2
1002	7788	BE	12	62	60	65	M	0	0	0	1	0	0	2	2	2
1002	7788	BE	12	42	40	45	F	0	0	0	0	0	1	2	2	2
1002	7788	BE	12	81	81	 	F	0	0	0	0	0	1	1	1	4
1002	7788	BE	12	58	58	 	F	0	0	0	0	0	1	2	2	2
1002	7788	BE	12	8	8	 	M	1	0	0	0	0	0	3	1	5
1002	7788	BE	12	4	4	 	M	1	0	0	0	0	0	3	1	5
1002	7788	BE	12	30	30	 	M	1	0	0	0	0	0	3	1	3
1002	7788	BE	12	55	55	 	M	1	0	0	0	0	0	1	1	5
1002	7788	BE	12	42	40	45	M	0	0	0	0	0	1	3	2	2
1002	7788	BE	12	32	30	35	F	0	0	0	0	0	1	2	2	2
1002	7788	BE	12	31	31	 	F	1	0	0	0	0	0	3	1	3
1003	7789	BE	8	76	76	 	F	0	0	0	0	0	1	3	1	4
1003	7789	BE	8	60	60	 	F	1	0	0	0	0	0	1	1	5
1003	7789	BE	8	30	25	35	F	0	0	0	0	0	1	5	2	4
1003	7789	BE	8	32	30	35	M	0	0	0	0	0	1	5	2	4
1003	7789	BE	8	62	62	 	F	0	0	0	0	0	1	3	1	4
1003	7789	BE	8	83	83	 	F	0	0	0	0	0	1	3	1	4
1003	7789	BE	8	80	80	 	M	0	0	0	0	0	1	3	1	4
1003	7789	BE	8	74	74	 	M	0	0	0	0	0	1	2	1	4
1004	7790	BE	30	19	19	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	20	20	 	M	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	22	22	 	M	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	15	15	 	F	1	0	0	0	0	0	1	2	5
1004	7790	BE	30	19	19	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	6	6	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	22	22	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	48	48	 	M	1	0	0	0	0	0	1	2	5
1004	7790	BE	30	18	18	 	F	0	0	0	0	1	0	2	1	4
1004	7790	BE	30	7	7	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	19	19	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	21	21	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	18	18	 	F	0	0	0	1	1	0	2	1	5
1004	7790	BE	30	8	8	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	6	6	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	22	22	 	M	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	18	18	 	F	0	0	0	0	1	0	2	1	4
1004	7790	BE	30	6	6	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	8	8	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	20	20	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	11	11	 	M	1	0	0	0	0	0	1	2	5
1004	7790	BE	30	7	7	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	18	18	 	M	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	7	7	 	F	0	0	0	0	1	0	3	1	4
1004	7790	BE	30	19	19	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	35	30	40	F	0	0	0	0	1	0	5	2	2
1004	7790	BE	30	20	20	 	M	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	45	45	 	F	1	0	0	0	0	0	1	2	5
1004	7790	BE	30	19	19	 	F	0	0	0	0	1	0	3	2	3
1004	7790	BE	30	6	6	 	F	0	0	0	0	1	0	3	1	4
1005	7791	BE	31	39	39	 	M	0	0	0	1	0	0	3	1	2
1005	7791	BE	31	62	60	65	F	0	0	0	0	1	0	3	2	2
1005	7791	BE	31	83	83	 	F	1	0	0	0	0	0	3	1	2
1005	7791	BE	31	72	72	 	M	1	0	0	0	0	0	3	1	2
1005	7791	BE	31	29	29	 	M	1	0	0	0	0	0	2	1	3
1005	7791	BE	31	25	25	 	F	0	0	0	1	0	0	2	1	3
1005	7791	BE	31	47	45	50	F	0	0	0	0	1	0	3	1	2
1005	7791	BE	31	28	28	 	M	0	0	0	0	1	0	3	2	1
1005	7791	BE	31	69	69	 	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	56	56	 	F	1	0	0	0	0	0	1	1	4
1005	7791	BE	31	52	50	55	M	0	0	0	0	0	1	4	1	2
1005	7791	BE	31	46	46	 	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	62	62	 	F	0	0	0	0	0	1	3	1	2
1005	7791	BE	31	42	40	45	F	0	0	0	0	1	0	3	2	1
1005	7791	BE	31	40	40	 	F	0	0	0	1	0	0	3	1	2
1005	7791	BE	31	62	60	65	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	62	60	65	F	0	0	0	0	0	1	3	2	2
1005	7791	BE	31	47	45	50	M	0	0	0	0	1	0	3	1	2
1005	7791	BE	31	52	50	55	F	0	0	0	0	1	0	3	1	2
1005	7791	BE	31	55	55	 	F	0	0	0	0	1	0	3	2	1
1005	7791	BE	31	57	55	60	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	63	63	 	M	0	0	0	0	1	0	3	2	1
1005	7791	BE	31	63	63	 	M	0	0	0	0	0	1	3	1	2
1005	7791	BE	31	27	25	30	F	0	0	0	0	0	1	2	2	1
1005	7791	BE	31	67	65	70	F	0	0	0	0	1	0	3	2	1
1005	7791	BE	31	67	65	70	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	27	25	30	F	0	0	0	0	0	1	4	2	1
1005	7791	BE	31	30	30	 	F	1	0	0	0	0	0	2	1	3
1005	7791	BE	31	62	60	65	M	0	0	0	0	1	0	3	1	1
1005	7791	BE	31	27	25	30	M	0	0	0	1	0	0	3	1	2
1005	7791	BE	31	59	59	 	M	0	0	0	0	1	0	3	2	1
1006	7792	BE	19	52	52	 	M	0	1	0	0	0	0	2	1	3
1006	7792	BE	19	32	30	35	M	0	1	0	0	0	0	2	2	2
1006	7792	BE	19	48	48	 	M	1	0	0	0	0	0	1	1	4
1006	7792	BE	19	37	35	40	F	0	1	0	0	0	0	1	2	5
1006	7792	BE	19	11	11	 	F	1	0	0	0	0	0	1	1	4
1006	7792	BE	19	37	37	 	F	0	1	0	0	0	0	2	1	3
1006	7792	BE	19	37	35	40	M	0	1	0	0	0	0	1	2	5
1006	7792	BE	19	42	40	45	M	0	1	0	0	0	0	4	1	2
1006	7792	BE	19	40	40	 	F	0	1	0	0	0	0	4	2	3
1006	7792	BE	19	29	29	 	M	0	1	0	0	0	0	1	1	5
1006	7792	BE	19	54	53	56	M	0	1	0	0	0	0	2	2	1
1006	7792	BE	19	50	50	 	M	0	1	0	0	0	0	1	1	5
1006	7792	BE	19	41	41	 	M	0	1	0	0	0	0	2	2	3
1006	7792	BE	19	53	52	55	M	0	0	0	1	0	0	2	2	3
1006	7792	BE	19	51	50	52	M	0	1	0	0	0	0	1	1	5
1006	7792	BE	19	42	40	45	F	0	0	0	1	0	0	2	2	2
1006	7792	BE	19	46	44	48	F	0	0	0	1	0	0	3	2	3
1006	7792	BE	19	3	3	 	M	1	0	0	0	0	0	1	1	4
1006	7792	BE	19	42	40	45	M	0	1	0	0	0	0	2	2	2
1007	7793	BE	16	49	49	 	M	1	0	0	0	0	0	1	1	5
1007	7793	BE	16	45	45	 	F	0	1	0	0	0	0	1	2	4
1007	7793	BE	16	42	40	45	F	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	52	52	 	F	0	1	0	0	0	0	1	2	4
1007	7793	BE	16	52	52	 	F	0	1	0	0	0	0	2	2	2
1007	7793	BE	16	45	40	50	M	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	45	40	50	F	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	45	40	50	F	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	45	40	50	M	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	15	15	 	F	1	0	0	0	0	0	1	1	4
1007	7793	BE	16	45	40	50	M	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	45	40	50	M	0	0	0	0	1	0	2	2	3
1007	7793	BE	16	21	21	 	F	1	0	0	0	0	0	1	1	4
1007	7793	BE	16	45	40	50	M	0	0	0	0	1	0	5	2	3
1007	7793	BE	16	14	14	 	F	0	0	0	0	1	0	2	1	2
1007	7793	BE	16	50	50	 	F	0	0	0	0	1	0	2	1	4
1008	7794	BE	20	35	30	40	F	1	0	0	0	0	0	5	1	3
1008	7794	BE	20	27	25	30	F	0	0	0	0	0	1	2	2	2
1008	7794	BE	20	6	6	 	F	0	0	0	0	0	1	4	2	1
1008	7794	BE	20	28	28	 	M	0	0	0	0	1	0	3	2	3
1008	7794	BE	20	35	30	40	F	0	0	0	0	1	0	3	2	1
1008	7794	BE	20	21	21	 	M	0	0	0	0	1	0	2	1	4
1008	7794	BE	20	22	22	 	M	1	0	0	0	0	0	1	2	4
1008	7794	BE	20	35	30	40	F	0	0	0	0	0	1	2	2	2
1008	7794	BE	20	45	45	 	M	1	0	0	0	0	0	1	2	3
1008	7794	BE	20	19	19	 	M	1	0	0	0	0	0	1	2	4
1008	7794	BE	20	28	28	 	M	0	0	0	0	1	0	2	2	3
1008	7794	BE	20	45	40	50	M	0	0	0	0	0	1	4	2	2
1008	7794	BE	20	21	21	 	M	0	0	0	0	1	0	2	1	4
1008	7794	BE	20	32	30	35	M	0	0	0	0	0	1	2	2	2
1008	7794	BE	20	42	40	45	F	0	0	0	0	0	1	2	2	2
1008	7794	BE	20	44	44	 	F	1	0	0	0	0	0	1	2	3
1008	7794	BE	20	25	20	30	F	0	0	0	0	1	0	5	2	1
1008	7794	BE	20	8	8	 	F	0	0	0	0	0	1	4	1	1
1008	7794	BE	20	65	60	70	F	0	0	0	0	0	1	4	2	1
1008	7794	BE	20	25	25	 	M	0	0	0	0	1	0	1	1	5
1009	7795	BE	4	65	65	 	F	0	0	0	0	0	1	3	1	4
1009	7795	BE	4	64	64	 	M	0	0	0	0	0	1	4	1	4
1009	7795	BE	4	37	35	40	M	0	0	0	0	0	1	4	2	4
1009	7795	BE	4	37	35	40	F	0	0	0	0	0	1	4	2	4
1011	7796	BE	22	37	35	40	M	0	1	0	0	0	0	2	2	3
1011	7796	BE	22	10	10	 	F	0	0	0	0	0	1	2	2	3
1011	7796	BE	22	52	50	55	M	0	1	0	0	0	0	2	2	2
1011	7796	BE	22	32	30	35	M	0	1	0	0	0	0	1	2	3
1011	7796	BE	22	37	35	40	F	0	1	0	0	0	0	2	2	2
1011	7796	BE	22	37	37	 	M	0	1	0	0	0	0	2	2	1
1011	7796	BE	22	37	37	 	F	1	0	0	0	0	0	1	1	5
1011	7796	BE	22	52	50	55	M	0	1	0	0	0	0	2	2	1
1011	7796	BE	22	52	50	55	F	0	1	0	0	0	0	4	2	2
1011	7796	BE	22	41	41	 	M	0	0	0	0	0	1	2	1	3
1011	7796	BE	22	32	30	35	F	0	0	0	0	0	1	2	1	3
1011	7796	BE	22	32	30	35	M	0	1	0	0	0	0	1	2	3
1011	7796	BE	22	42	40	45	M	0	1	0	0	0	0	1	2	2
1011	7796	BE	22	22	20	25	F	0	1	0	0	0	0	2	2	2
1011	7796	BE	22	32	30	35	M	0	1	0	0	0	0	1	2	3
1011	7796	BE	22	32	30	35	F	0	0	0	0	0	1	5	2	1
1011	7796	BE	22	42	40	45	M	0	1	0	0	0	0	2	2	1
1011	7796	BE	22	52	50	55	M	0	1	0	0	0	0	3	2	1
1011	7796	BE	22	22	20	25	F	0	1	0	0	0	0	1	2	2
1011	7796	BE	22	37	35	40	M	0	1	0	0	0	0	2	2	3
1011	7796	BE	22	27	25	30	M	0	1	0	0	0	0	1	2	2
1011	7796	BE	22	39	39	 	M	0	1	0	0	0	0	3	2	3
1014	7797	BE	42	15	15	 	F	1	0	0	0	0	0	1	1	4
1014	7797	BE	42	45	40	50	M	1	0	0	0	0	0	2	1	2
1014	7797	BE	42	65	60	70	F	0	0	0	0	0	1	5	2	1
1014	7797	BE	42	13	13	 	F	0	0	0	1	0	0	1	1	5
1014	7797	BE	42	35	30	40	F	0	0	0	0	0	1	4	2	2
1014	7797	BE	42	25	20	30	F	0	0	0	0	0	1	3	2	2
1014	7797	BE	42	35	30	40	F	0	0	0	0	1	0	5	2	1
1014	7797	BE	42	15	15	 	F	1	0	0	0	0	0	1	1	2
1014	7797	BE	42	17	17	 	F	1	0	0	0	0	0	1	1	4
1014	7797	BE	42	25	20	30	M	0	0	0	0	0	1	4	2	2
1014	7797	BE	42	50	50	 	M	0	0	0	0	0	1	5	2	1
1014	7797	BE	42	45	40	50	F	0	0	0	0	0	1	4	2	2
1014	7797	BE	42	13	13	 	F	1	0	0	0	0	0	1	1	2
1014	7797	BE	42	13	13	 	F	1	0	0	0	0	0	1	1	4
1014	7797	BE	42	25	25	 	F	0	0	0	1	0	0	5	2	1
1014	7797	BE	42	55	50	60	F	1	0	0	0	0	0	2	2	1
1014	7797	BE	42	48	48	 	M	0	0	0	0	1	0	5	2	1
1014	7797	BE	42	43	43	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	13	13	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	39	39	 	F	0	0	0	0	1	0	3	2	4
1014	7797	BE	42	17	15	20	F	0	0	0	0	0	1	5	2	1
1014	7797	BE	42	45	40	50	F	0	0	0	0	0	1	5	2	2
1014	7797	BE	42	39	39	 	M	0	0	0	0	1	0	3	2	4
1014	7797	BE	42	15	15	 	F	0	0	0	1	0	0	1	1	5
1014	7797	BE	42	44	44	 	M	0	0	0	0	1	0	3	1	4
1014	7797	BE	42	40	40	 	F	0	0	0	0	1	0	3	1	4
1014	7797	BE	42	35	35	 	M	0	0	0	0	1	0	3	1	4
1014	7797	BE	42	15	15	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	17	17	 	F	0	0	0	1	0	0	1	1	5
1014	7797	BE	42	25	20	30	F	0	0	0	0	0	1	5	2	1
1014	7797	BE	42	43	43	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	47	47	 	M	0	0	0	0	1	0	3	2	4
1014	7797	BE	42	15	15	 	F	0	0	0	1	0	0	1	2	2
1014	7797	BE	42	15	15	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	17	17	 	F	1	0	0	0	0	0	1	1	3
1014	7797	BE	42	17	17	 	F	1	0	0	0	0	0	1	1	1
1014	7797	BE	42	43	43	 	F	1	0	0	0	0	0	1	2	4
1014	7797	BE	42	17	17	 	F	1	0	0	0	0	0	1	2	1
1014	7797	BE	42	53	53	 	M	0	0	0	0	1	0	3	2	4
1014	7797	BE	42	44	44	 	M	0	0	0	0	1	0	3	2	4
1014	7797	BE	42	43	43	 	F	0	0	0	1	0	0	1	1	5
1014	7797	BE	42	35	30	40	M	0	0	0	0	1	0	3	2	4
1015	7798	BE	22	87	87	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	21	21	 	M	1	0	0	0	0	0	1	1	4
1015	7798	BE	22	82	82	 	M	0	0	0	0	0	1	1	2	2
1015	7798	BE	22	25	25	 	M	1	0	0	0	0	0	1	2	3
1015	7798	BE	22	25	25	 	F	0	0	0	0	0	1	2	2	1
1015	7798	BE	22	67	67	 	M	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	75	75	 	F	0	0	0	0	0	1	2	2	2
1015	7798	BE	22	67	67	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	21	21	 	M	1	0	0	0	0	0	1	1	4
1015	7798	BE	22	86	86	 	F	0	1	0	0	0	0	2	1	3
1015	7798	BE	22	75	75	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	55	55	 	M	1	0	0	0	0	0	1	1	5
1015	7798	BE	22	82	82	 	F	0	0	0	0	0	1	1	1	2
1015	7798	BE	22	92	92	 	F	0	1	0	0	0	0	2	1	1
1015	7798	BE	22	90	90	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	87	87	 	F	0	1	0	0	0	0	2	1	3
1015	7798	BE	22	55	55	 	M	1	0	0	0	0	0	1	1	1
1015	7798	BE	22	82	82	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	90	90	 	F	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	87	87	 	F	0	1	0	0	0	0	2	1	3
1015	7798	BE	22	88	88	 	M	0	1	0	0	0	0	2	1	2
1015	7798	BE	22	89	89	 	F	0	1	0	0	0	0	2	1	3
1016	7799	BE	10	60	60	 	F	1	0	0	0	0	0	4	1	5
1016	7799	BE	10	22	20	25	M	0	0	0	0	0	1	5	2	1
1016	7799	BE	10	61	61	 	M	1	0	0	0	0	0	4	1	5
1016	7799	BE	10	35	35	 	F	1	0	0	0	0	0	4	1	5
1016	7799	BE	10	61	61	 	M	1	0	0	0	0	0	3	2	5
1016	7799	BE	10	37	35	40	F	0	0	0	0	0	1	4	2	1
1016	7799	BE	10	61	61	 	F	1	0	0	0	0	0	3	1	5
1016	7799	BE	10	10	10	 	F	1	0	0	0	0	0	1	1	5
1016	7799	BE	10	62	60	65	F	0	0	0	0	0	1	4	2	1
1016	7799	BE	10	5	5	 	F	1	0	0	0	0	0	1	1	5
1018	7800	BE	7	37	37	 	F	1	0	0	0	1	0	2	1	5
1018	7800	BE	7	0	0	1	F	1	0	0	0	1	0	2	1	5
1018	7800	BE	7	57	55	60	M	0	0	0	0	1	0	4	2	1
1018	7800	BE	7	40	40	 	M	1	0	0	0	1	0	2	1	5
1018	7800	BE	7	42	40	45	F	0	0	0	0	1	0	4	2	1
1018	7800	BE	7	3	3	 	F	1	0	0	0	1	0	2	1	5
1018	7800	BE	7	63	63	 	M	1	0	0	0	1	0	1	1	5
1020	7801	BE	13	12	12	 	M	1	0	0	0	0	0	1	1	5
1020	7801	BE	13	45	45	 	F	1	0	0	0	0	0	3	1	5
1020	7801	BE	13	52	52	 	M	1	0	0	0	0	0	4	1	5
1020	7801	BE	13	20	20	 	M	1	0	0	0	0	0	3	1	4
1020	7801	BE	13	22	22	 	F	1	0	0	0	0	0	3	1	4
1020	7801	BE	13	45	45	 	M	1	0	0	0	0	0	3	1	5
1020	7801	BE	13	18	18	 	M	1	0	0	0	0	0	3	1	5
1020	7801	BE	13	77	77	 	F	1	0	0	0	0	0	4	2	5
1020	7801	BE	13	32	32	 	M	0	0	0	0	0	1	2	1	1
1020	7801	BE	13	55	55	 	F	1	0	0	0	0	0	4	1	5
1020	7801	BE	13	80	80	 	M	1	0	0	0	0	0	4	2	5
1020	7801	BE	13	49	49	 	F	1	0	0	0	0	0	4	1	5
1020	7801	BE	13	75	75	 	F	0	0	0	0	0	1	2	1	3
1021	7802	BE	39	42	40	45	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	37	35	40	M	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	65	60	70	M	0	1	0	0	0	0	5	1	1
1021	7802	BE	39	57	55	60	F	0	0	0	0	1	0	5	2	1
1021	7802	BE	39	37	35	40	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	38	38	 	M	0	1	0	0	0	0	2	2	3
1021	7802	BE	39	35	35	 	M	0	1	0	0	0	0	2	2	2
1021	7802	BE	39	35	30	40	F	0	1	0	0	0	0	5	2	2
1021	7802	BE	39	42	40	45	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	55	55	 	F	0	1	0	0	0	0	5	2	5
1021	7802	BE	39	65	60	70	F	0	1	0	0	0	0	5	1	1
1021	7802	BE	39	49	49	 	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	40	40	 	F	0	1	0	0	0	0	3	2	1
1021	7802	BE	39	45	40	50	F	0	1	0	0	0	0	5	2	2
1021	7802	BE	39	57	55	60	M	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	27	27	 	F	0	1	0	0	0	0	2	2	3
1021	7802	BE	39	36	36	 	F	0	1	0	0	0	0	2	1	2
1021	7802	BE	39	25	25	 	F	0	1	0	0	0	0	2	1	4
1021	7802	BE	39	30	30	 	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	56	56	 	M	0	1	0	0	0	0	5	1	5
1021	7802	BE	39	0	0	1	M	0	1	0	0	0	0	5	1	3
1021	7802	BE	39	32	30	35	M	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	21	21	 	F	0	1	0	0	0	0	2	1	5
1021	7802	BE	39	26	26	 	F	0	1	0	0	0	0	2	2	3
1021	7802	BE	39	27	25	30	M	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	32	30	35	F	0	1	0	0	0	0	5	2	1
1021	7802	BE	39	24	24	 	F	1	0	0	0	0	0	5	1	3
1021	7802	BE	39	52	52	 	F	0	1	0	0	0	0	3	2	3
1021	7802	BE	39	45	45	 	F	0	1	0	0	0	0	2	2	3
1021	7802	BE	39	40	40	 	M	0	1	0	0	0	0	2	2	3
1021	7802	BE	39	18	18	 	F	0	1	0	0	0	0	5	2	4
1021	7802	BE	39	37	37	 	F	0	1	0	0	0	0	2	1	4
1021	7802	BE	39	49	49	 	M	1	0	0	0	0	0	5	1	3
1021	7802	BE	39	28	28	 	F	0	1	0	0	0	0	5	1	3
1021	7802	BE	39	68	68	 	M	0	1	0	0	0	0	2	1	4
1021	7802	BE	39	52	52	 	F	0	1	0	0	0	0	2	1	4
1021	7802	BE	39	64	64	 	F	0	1	0	0	0	0	5	1	5
1021	7802	BE	39	28	26	30	F	0	0	0	0	1	0	5	2	1
1021	7802	BE	39	28	28	 	M	0	1	0	0	0	0	3	1	3
1022	7803	BE	14	32	30	35	F	0	1	0	0	0	0	1	2	2
1022	7803	BE	14	64	64	 	F	0	0	0	0	1	0	2	1	5
1022	7803	BE	14	43	43	 	F	1	0	0	1	1	0	1	1	5
1022	7803	BE	14	45	45	 	M	1	0	0	0	0	0	1	1	5
1022	7803	BE	14	14	14	 	F	0	0	0	0	1	0	1	2	3
1022	7803	BE	14	28	28	 	M	1	0	0	0	0	0	2	2	2
1022	7803	BE	14	53	50	56	M	0	1	0	0	0	0	2	2	2
1022	7803	BE	14	53	50	56	M	0	1	0	0	0	0	1	2	2
1022	7803	BE	14	5	5	 	M	0	0	0	1	1	0	2	1	5
1022	7803	BE	14	42	40	45	F	0	1	0	0	0	0	1	2	2
1022	7803	BE	14	3	3	4	F	0	0	0	1	1	0	2	1	5
1022	7803	BE	14	65	65	 	M	0	0	0	0	1	0	2	1	5
1022	7803	BE	14	22	20	25	F	0	0	0	0	0	1	5	2	2
1022	7803	BE	14	27	27	 	F	1	0	0	0	0	1	2	1	2
1023	7804	BE	5	22	22	 	M	1	0	0	0	0	0	1	2	4
1023	7804	BE	5	46	43	49	M	0	1	0	0	0	0	1	1	3
1023	7804	BE	5	27	25	30	M	0	1	0	0	0	0	3	1	1
1023	7804	BE	5	46	46	 	F	1	0	0	0	0	0	1	1	5
1023	7804	BE	5	27	25	30	M	0	0	0	1	0	0	3	2	2
1024	7805	BE	36	37	35	40	F	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	42	40	45	F	0	0	1	0	0	0	2	2	2
1024	7805	BE	36	27	25	30	F	0	0	0	0	1	1	5	2	2
1024	7805	BE	36	46	46	 	M	0	0	0	0	1	0	3	2	2
1024	7805	BE	36	42	40	45	M	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	42	40	45	M	0	0	1	0	0	0	3	2	2
1024	7805	BE	36	42	40	45	F	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	20	20	 	M	0	0	1	0	0	0	2	2	3
1024	7805	BE	36	19	19	 	M	0	0	0	0	1	0	3	1	4
1024	7805	BE	36	52	50	55	F	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	37	37	 	F	0	0	0	0	1	0	4	2	3
1024	7805	BE	36	16	16	 	M	0	0	0	0	1	0	3	1	3
1024	7805	BE	36	18	18	 	M	0	0	0	0	1	0	3	1	4
1024	7805	BE	36	44	44	 	F	0	0	0	0	1	0	3	2	2
1024	7805	BE	36	47	45	50	F	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	62	60	65	M	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	19	19	 	M	0	0	1	0	0	0	4	2	1
1024	7805	BE	36	36	36	 	M	0	0	0	0	1	0	2	1	3
1024	7805	BE	36	21	21	 	F	0	0	1	0	0	0	4	1	2
1024	7805	BE	36	18	18	 	M	0	0	0	0	1	0	3	1	3
1024	7805	BE	36	18	18	 	M	0	0	0	0	1	0	3	1	4
1024	7805	BE	36	20	20	 	F	0	0	1	0	0	0	2	2	3
1024	7805	BE	36	21	21	 	M	0	0	1	0	0	0	2	2	4
1024	7805	BE	36	32	30	35	F	0	0	0	0	1	1	5	2	1
1024	7805	BE	36	20	20	 	M	0	0	1	0	0	0	4	1	2
1024	7805	BE	36	21	21	 	M	0	0	1	0	0	0	3	2	2
1024	7805	BE	36	19	19	 	M	0	0	1	0	0	0	2	2	2
1024	7805	BE	36	20	20	 	M	0	0	1	0	0	0	4	2	2
1024	7805	BE	36	57	57	 	F	1	0	0	0	0	0	1	1	5
1024	7805	BE	36	22	22	 	M	0	0	0	0	1	0	3	2	2
1024	7805	BE	36	20	20	 	M	0	0	1	0	0	0	2	2	2
1024	7805	BE	36	20	20	 	M	0	0	0	1	0	0	3	1	3
1024	7805	BE	36	20	20	 	F	0	0	1	0	0	0	2	2	2
1024	7805	BE	36	54	54	 	M	1	0	0	0	0	0	1	1	4
1024	7805	BE	36	47	45	50	F	0	0	0	0	1	0	5	2	1
1024	7805	BE	36	20	20	 	M	0	0	1	0	0	0	2	2	2
1025	7806	BE	5	85	85	 	F	1	0	0	0	0	0	2	1	5
1025	7806	BE	5	55	55	 	F	1	0	0	0	0	0	2	1	5
1025	7806	BE	5	27	27	 	F	1	0	0	0	0	0	2	1	5
1025	7806	BE	5	57	57	 	M	1	0	0	0	0	0	2	1	5
1025	7806	BE	5	84	84	 	F	1	0	0	0	0	0	2	1	4
1026	7807	BE	13	22	22	 	F	0	0	0	0	0	1	4	2	2
